path,label
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\0_10.192.200.65_61276_49.7.88.144_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\0_10.192.200.65_61276_49.7.88.144_443_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\0_10.192.200.65_61276_49.7.88.144_443_TCP\block_3.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\10_10.192.200.65_61277_124.239.244.17_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\10_10.192.200.65_61277_124.239.244.17_443_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\14_10.192.200.65_61279_124.239.244.18_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\14_10.192.200.65_61279_124.239.244.18_443_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\14_10.192.200.65_61279_124.239.244.18_443_TCP\block_3.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\15_10.192.200.65_61278_124.239.244.16_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\17_10.192.200.65_61287_182.48.96.68_80_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\17_10.192.200.65_61287_182.48.96.68_80_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\17_10.192.200.65_61287_182.48.96.68_80_TCP\block_3.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\17_10.192.200.65_61287_182.48.96.68_80_TCP\block_4.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\17_10.192.200.65_61287_182.48.96.68_80_TCP\block_5.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\17_10.192.200.65_61287_182.48.96.68_80_TCP\block_6.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\20_10.192.200.65_61283_192.144.148.85_7824_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\26_10.192.200.65_61286_220.181.158.229_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\27_120.133.59.143_443_10.192.200.65_51692_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\2_10.192.200.65_61281_124.239.244.14_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\38_10.192.200.65_61280_124.239.244.13_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\38_10.192.200.65_61280_124.239.244.13_443_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\38_10.192.200.65_61280_124.239.244.13_443_TCP\block_3.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\38_10.192.200.65_61280_124.239.244.13_443_TCP\block_4.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\38_10.192.200.65_61280_124.239.244.13_443_TCP\block_5.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\38_10.192.200.65_61280_124.239.244.13_443_TCP\block_6.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\45_10.192.200.65_61288_182.48.96.68_80_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\45_10.192.200.65_61288_182.48.96.68_80_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\45_10.192.200.65_61288_182.48.96.68_80_TCP\block_3.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\45_10.192.200.65_61288_182.48.96.68_80_TCP\block_4.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\45_10.192.200.65_61288_182.48.96.68_80_TCP\block_5.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\49_10.192.200.65_51770_120.133.59.143_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\8_10.192.200.65_61285_106.38.242.116_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_02_44_705106\9_10.192.200.65_61275_159.75.138.193_3478_UDP\block_1.csv,-1
