path,label
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\0_10.192.200.65_62414_49.7.88.144_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\0_10.192.200.65_62414_49.7.88.144_443_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\16_10.192.200.65_62420_117.23.60.15_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\16_10.192.200.65_62420_117.23.60.15_443_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\1_10.192.200.65_62331_192.144.147.235_7824_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\21_10.192.200.65_62422_182.48.96.69_80_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\21_10.192.200.65_62422_182.48.96.69_80_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\21_10.192.200.65_62422_182.48.96.69_80_TCP\block_3.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\21_10.192.200.65_62422_182.48.96.69_80_TCP\block_4.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\21_10.192.200.65_62422_182.48.96.69_80_TCP\block_5.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\21_10.192.200.65_62422_182.48.96.69_80_TCP\block_6.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\23_10.192.200.65_62424_124.237.208.119_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\32_10.192.200.65_62319_117.23.60.12_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\32_10.192.200.65_62319_117.23.60.12_443_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\34_10.192.200.65_62419_42.185.157.195_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\42_10.192.200.65_62418_106.38.242.114_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\43_10.192.200.65_62426_36.110.220.115_80_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\43_10.192.200.65_62426_36.110.220.115_80_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\43_10.192.200.65_62426_36.110.220.115_80_TCP\block_3.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\44_10.192.200.65_62407_124.239.244.13_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\44_10.192.200.65_62407_124.239.244.13_443_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\47_10.192.200.65_62423_182.48.96.67_80_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\47_10.192.200.65_62423_182.48.96.67_80_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\47_10.192.200.65_62423_182.48.96.67_80_TCP\block_3.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\47_10.192.200.65_62423_182.48.96.67_80_TCP\block_4.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\47_10.192.200.65_62423_182.48.96.67_80_TCP\block_5.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\47_10.192.200.65_62423_182.48.96.67_80_TCP\block_6.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\4_10.192.200.65_62421_124.239.244.12_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_30_47_834403\6_10.192.200.65_53526_120.133.59.143_443_TCP\block_1.csv,-1
