path,label
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\131_192.168.137.189_40694_42.81.63.49_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\165_183.136.182.19_443_192.168.137.189_50500_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\165_183.136.182.19_443_192.168.137.189_50500_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\165_183.136.182.19_443_192.168.137.189_50500_TCP\block_3.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\165_183.136.182.19_443_192.168.137.189_50500_TCP\block_4.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\165_183.136.182.19_443_192.168.137.189_50500_TCP\block_5.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\165_183.136.182.19_443_192.168.137.189_50500_TCP\block_6.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\165_183.136.182.19_443_192.168.137.189_50500_TCP\block_7.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\177_192.168.137.189_40510_42.81.63.49_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\196_192.168.137.189_50014_183.136.182.18_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\196_192.168.137.189_50014_183.136.182.18_443_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\198_192.168.137.189_50566_183.136.182.19_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\198_192.168.137.189_50566_183.136.182.19_443_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\198_192.168.137.189_50566_183.136.182.19_443_TCP\block_3.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\198_192.168.137.189_50566_183.136.182.19_443_TCP\block_4.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\246_192.168.137.189_53349_42.81.205.197_8913_UDP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\258_192.168.137.189_50054_183.136.182.18_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\258_192.168.137.189_50054_183.136.182.18_443_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\258_192.168.137.189_50054_183.136.182.18_443_TCP\block_3.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\258_192.168.137.189_50054_183.136.182.18_443_TCP\block_4.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\258_192.168.137.189_50054_183.136.182.18_443_TCP\block_5.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\284_192.168.137.189_53074_14.116.241.17_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\303_192.168.137.189_50616_183.136.182.19_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\303_192.168.137.189_50616_183.136.182.19_443_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\303_192.168.137.189_50616_183.136.182.19_443_TCP\block_3.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\303_192.168.137.189_50616_183.136.182.19_443_TCP\block_4.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\312_192.168.137.189_54666_101.226.142.110_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\316_192.168.137.189_39920_220.181.158.228_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\316_192.168.137.189_39920_220.181.158.228_443_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\316_192.168.137.189_39920_220.181.158.228_443_TCP\block_3.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\325_192.168.137.189_44532_111.172.225.58_80_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\325_192.168.137.189_44532_111.172.225.58_80_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\342_192.168.137.189_39922_220.181.158.228_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\342_192.168.137.189_39922_220.181.158.228_443_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\347_192.168.137.189_50890_36.110.220.115_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\347_192.168.137.189_50890_36.110.220.115_443_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\401_192.168.137.189_60568_1.182.30.255_58183_UDP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\402_192.168.137.189_60568_122.233.210.150_58504_UDP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\404_192.168.137.189_60568_117.82.178.62_25770_UDP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\407_192.168.137.189_60568_111.127.148.235_8692_UDP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\434_192.168.137.189_55374_36.110.220.114_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\434_192.168.137.189_55374_36.110.220.114_443_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\45_192.168.137.189_55990_220.181.131.242_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\51_192.168.137.189_55038_59.36.121.194_8080_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\75_192.168.137.189_58016_59.111.248.82_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\75_192.168.137.189_58016_59.111.248.82_443_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\8_192.168.137.189_40508_42.81.63.49_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_26_50_148902\8_192.168.137.189_40508_42.81.63.49_443_TCP\block_2.csv,-1
