path,label
predicted_data/preprocessed_data/features\2023_03_15 17_49_46_373652\0_124.239.244.16_443_192.168.137.189_42442_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 17_49_46_373652\0_124.239.244.16_443_192.168.137.189_42442_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 17_49_46_373652\19_192.168.137.189_42648_106.38.242.111_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 17_49_46_373652\19_192.168.137.189_42648_106.38.242.111_443_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 17_49_46_373652\1_192.168.137.189_53736_124.239.244.17_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 17_49_46_373652\1_192.168.137.189_53736_124.239.244.17_443_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 17_49_46_373652\1_192.168.137.189_53736_124.239.244.17_443_TCP\block_3.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 17_49_46_373652\2_192.168.137.189_59958_220.181.158.231_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 17_49_46_373652\2_192.168.137.189_59958_220.181.158.231_443_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 17_49_46_373652\44_192.168.137.189_42700_49.232.157.127_7824_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 17_49_46_373652\44_192.168.137.189_42700_49.232.157.127_7824_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 17_49_46_373652\51_192.168.137.189_54442_124.239.244.12_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 17_49_46_373652\51_192.168.137.189_54442_124.239.244.12_443_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 17_49_46_373652\51_192.168.137.189_54442_124.239.244.12_443_TCP\block_3.csv,-1
