path,label
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\11_10.192.200.65_62422_182.48.96.69_80_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\11_10.192.200.65_62422_182.48.96.69_80_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\11_10.192.200.65_62422_182.48.96.69_80_TCP\block_3.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\11_10.192.200.65_62422_182.48.96.69_80_TCP\block_4.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\11_10.192.200.65_62422_182.48.96.69_80_TCP\block_5.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\11_10.192.200.65_62422_182.48.96.69_80_TCP\block_6.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\11_10.192.200.65_62422_182.48.96.69_80_TCP\block_7.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\11_10.192.200.65_62422_182.48.96.69_80_TCP\block_8.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\1_49.7.88.144_443_10.192.200.65_62414_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\1_49.7.88.144_443_10.192.200.65_62414_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\28_10.192.200.65_62418_106.38.242.114_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\2_10.192.200.65_58884_14.215.26.211_8000_UDP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\3_192.144.147.235_7824_10.192.200.65_62331_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\42_10.192.200.65_53629_120.133.59.143_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\50_10.192.200.65_62426_36.110.220.115_80_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\50_10.192.200.65_62426_36.110.220.115_80_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\50_10.192.200.65_62426_36.110.220.115_80_TCP\block_3.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\50_10.192.200.65_62426_36.110.220.115_80_TCP\block_4.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\50_10.192.200.65_62426_36.110.220.115_80_TCP\block_5.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\50_10.192.200.65_62426_36.110.220.115_80_TCP\block_6.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\50_10.192.200.65_62426_36.110.220.115_80_TCP\block_7.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\50_10.192.200.65_62426_36.110.220.115_80_TCP\block_8.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\51_10.192.200.65_62319_117.23.60.12_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\51_10.192.200.65_62319_117.23.60.12_443_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\51_10.192.200.65_62319_117.23.60.12_443_TCP\block_3.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\52_10.192.200.65_62428_117.23.60.15_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\7_10.192.200.65_53676_180.97.34.43_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\9_10.192.200.65_62407_124.239.244.13_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_15 20_32_49_182286\9_10.192.200.65_62407_124.239.244.13_443_TCP\block_2.csv,-1
